ID;Verein;Position;Elo;EAR-180;Elo-Rang;Elo-ID;Elo-Name
pl-k00158935;Marokko;MIDFIELDER;1967.0;1.19;336;277003;N. El Aynaoui
pl-k00159168;Österreich;GOALKEEPER;1454.4;2.4;3890;221605;F. Wiegele
pl-k00159278;Kap Verde;DEFENDER;1776.1;0.44;1118;332056;Wagner Pina
pl-k00159373;Algerien;DEFENDER;1581.2;-1.22;2654;303362;R. Belghali
pl-k00159375;Marokko;DEFENDER;1832.2;3.09;831;283252;Z. El Ouahdi
pl-k00159415;Ghana;FORWARD;1831.5;0.71;835;411800;C. Bonsu Baah
pl-k00159775;Usbekistan;FORWARD;1164.5;;6786;312231;Ruslanbek Jiyanov
pl-k00159810;Kanada;DEFENDER;1282.2;-0.72;5610;327738;L. De Fougerolles
pl-k00159983;Kap Verde;FORWARD;714.7;;11256;96515;Adílio Varela
pl-k00160199;Ecuador;FORWARD;1279.4;0.24;5638;350799;Jeremy Arévalo
pl-k00160498;Bosnien-Herzegowina;MIDFIELDER;1262.3;-1.21;5808;340173;Ermin Mahmić
pl-k00160664;Algerien;FORWARD;1654.8;-0.48;1981;296333;M. Bakrar
pl-k00161073;Südafrika;DEFENDER;1450.9;-0.24;3925;392387;O. Makhanya
pl-k00161351;Senegal;DEFENDER;1529.9;-0.25;3144;371839;I. Camara
pl-k00161633;Marokko;MIDFIELDER;1751.3;0.45;1264;438688;A. Bouaddi
pl-k00161642;Türkei;DEFENDER;1701.6;0.72;1614;412703;Yusuf Akçiçek
pl-k00162106;Neuseeland;MIDFIELDER;1454.9;1.42;3885;405957;L. Bayliss
