ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00133309;Mostafa;Shoubeir;Shoubeir;Mostafa Shoubeir;Ägypten;GOALKEEPER;4000000;0;0.0
pl-k00133310;Mohamed;Hany;Hany;Mohamed Hany;Ägypten;DEFENDER;2000000;0;0.0
pl-k00133311;Yasser;Ibrahim;Ibrahim;Yasser Ibrahim;Ägypten;DEFENDER;1000000;0;0.0
pl-k00133370;Jeremy;Antonisse;Antonisse;Jeremy Antonisse;Curacao;FORWARD;1000000;0;0.0
pl-k00133399;David;Affengruber;Affengruber;David Affengruber;Österreich;DEFENDER;2000000;0;0.0
pl-k00133422;Iliman;Ndiaye;I. Ndiaye;Iliman Ndiaye;Senegal;FORWARD;4000000;9;3.75
pl-k00133439;Tae-Hyeon;Kim;T.-H. Kim;Tae-Hyeon Kim;Südkorea;DEFENDER;1000000;0;0.0
pl-k00133529;Bamba;Dieng;B. Dieng;Bamba Dieng;Senegal;FORWARD;2000000;9;4.0
pl-k00133547;Zeno;Debast;Debast;Zeno Debast;Belgien;DEFENDER;4000000;0;0.0
pl-k00133569;Tomoki;Hayakawa;Hayakawa;Tomoki Hayakawa;Japan;GOALKEEPER;2000000;0;0.0
pl-k00133609;Carney;Chukwuemeka;Chukwuemeka;Carney Chukwuemeka;Österreich;MIDFIELDER;4000000;0;0.0
pl-k00133745;Ki-Hyuk;Lee;K.-H. Lee;Ki-Hyuk Lee;Südkorea;DEFENDER;1000000;0;0.0
pl-k00133783;Andreas;Schjelderup;Schjelderup;Andreas Schjelderup;Norwegen;MIDFIELDER;4000000;0;0.0
pl-k00133786;Daniel;Svensson;Svensson;Daniel Svensson;Schweden;DEFENDER;4000000;0;0.0
pl-k00133862;Patrick;Yazbek;Yazbek;Patrick Yazbek;Australien;MIDFIELDER;2000000;0;0.0
pl-k00133883;Yu-Min;Cho;Yu-Min Cho;Yu-Min Cho;Südkorea;DEFENDER;2000000;0;0.0
pl-k00133933;Chris;Brady;Brady;Chris Brady;USA;GOALKEEPER;1000000;0;0.0
pl-k00133968;Nathan;Saliba;Saliba;Nathan Saliba;Kanada;MIDFIELDER;2000000;0;0.0
pl-k00134174;Ivan;Basic;Basic;Ivan Basic;Bosnien-Herzegowina;MIDFIELDER;1000000;0;0.0
pl-k00134218;Ismael;Gharbi;Gharbi;Ismael Gharbi;Tunesien;MIDFIELDER;2000000;0;0.0
pl-k00134234;Simon;Adingra;Adingra;Simon Adingra;Elfenbeinküste;FORWARD;4000000;0;0.0
pl-k00134321;Damian;Bobadilla;Bobadilla;Damian Bobadilla;Paraguay;MIDFIELDER;2000000;0;0.0
pl-k00134333;Ramon;Sosa;Sosa;Ramon Sosa;Paraguay;MIDFIELDER;2000000;0;0.0
pl-k00134390;Gabriel;Avalos;Avalos;Gabriel Avalos;Paraguay;FORWARD;2000000;0;0.0
pl-k00134479;Tarik;Muharemovic;Muharemovic;Tarik Muharemovic;Bosnien-Herzegowina;DEFENDER;4000000;0;0.0
pl-k00134534;Nishan;Velupillay;Velupillay;Nishan Velupillay;Australien;FORWARD;1000000;0;0.0
pl-k00134779;Nathan;Ngoy;Ngoy;Nathan Ngoy;Belgien;DEFENDER;2000000;0;0.0
pl-k00135031;Arda;Güler;Arda Güler;Arda Güler;Türkei;FORWARD;8000000;0;0.0
pl-k00135040;Jovo;Lukic;Lukic;Jovo Lukic;Bosnien-Herzegowina;FORWARD;1000000;0;0.0
pl-k00135043;Antoine;Mendy;A. Mendy;Antoine Mendy;Senegal;DEFENDER;4000000;0;0.0
pl-k00135245;Willy Johnson;Semedo Afonso;Willy Semedo;Willy Semedo;Kap Verde;FORWARD;2000000;0;0.0
pl-k00135290;Matthieu;Epolo;Epolo;Matthieu Epolo;DR Kongo;GOALKEEPER;2000000;0;0.0
pl-k00135346;Aurele;Amenda;Amenda;Aurele Amenda;Schweiz;DEFENDER;2000000;0;0.0
pl-k00135361;Hyun-Jun;Yang;H.-J. Yang;Hyun-Jun Yang;Südkorea;MIDFIELDER;2000000;0;0.0
pl-k00135484;Alidu;Seidu;Seidu;Alidu Seidu;Ghana;DEFENDER;4000000;0;4.5
pl-k00135506;Jordy;Caicedo;J. Caicedo;Jordy Caicedo;Ecuador;FORWARD;2000000;0;0.0
pl-k00135523;Samet;Akaydin;Akaydin;Samet Akaydin;Türkei;DEFENDER;2000000;0;0.0
pl-k00135740;Anis;Ben Slimane;Ben Slimane;Anis Ben Slimane;Tunesien;MIDFIELDER;2000000;8;3.5
pl-k00135744;Aral;Simsir;Simsir;Aral Simsir;Türkei;FORWARD;2000000;0;0.0
pl-k00135917;Merchas;Doski;Doski;Merchas Doski;Irak;DEFENDER;2000000;0;0.0
pl-k00136083;Zeki;Amdouni;Amdouni;Zeki Amdouni;Schweiz;FORWARD;2000000;0;0.0
pl-k00136321;Cesar;Yanis;Yanis;Cesar Yanis;Panama;MIDFIELDER;1000000;0;0.0
pl-k00136322;Cecilio;Waterman;Waterman;Cecilio Waterman;Panama;FORWARD;1000000;0;0.0
pl-k00136435;Alexander;Prass;Prass;Alexander Prass;Österreich;DEFENDER;4000000;0;0.0
pl-k00136538;Tyrick;Bodak;Bodak;Tyrick Bodak;Curacao;GOALKEEPER;1000000;0;0.0
pl-k00136539;Kevin;Felida;Felida;Kevin Felida;Curacao;MIDFIELDER;1000000;0;0.0
pl-k00136686;Louicius;Deedson;Deedson;Louicius Deedson;Haiti;FORWARD;1000000;0;0.0
pl-k00136687;Martin;Experience;Experience;Martin Experience;Haiti;DEFENDER;1000000;0;0.0
pl-k00136731;Ilan;Kebbal;Kebbal;Ilan Kebbal;Algerien;MIDFIELDER;2000000;0;0.0
pl-k00136758;Ibrahim;Adel;Adel;Ibrahim Adel;Ägypten;MIDFIELDER;2000000;0;0.0
pl-k00136761;Emam;Ashour;Ashour;Emam Ashour;Ägypten;MIDFIELDER;4000000;0;0.0
pl-k00136773;Alex;Paulsen;Paulsen;Alex Paulsen;Neuseeland;GOALKEEPER;2000000;0;0.0
pl-k00136788;Alex;Robertson;Robertson;Alex Robertson;Australien;MIDFIELDER;1000000;0;0.0
pl-k00136888;Robin;Roefs;Roefs;Robin Roefs;Niederlande;GOALKEEPER;1000000;0;0.0
pl-k00136965;Teboho;Mokoena;Mokoena;Teboho Mokoena;Südafrika;MIDFIELDER;2000000;0;0.0
pl-k00136970;Evidence;Makgopa;Makgopa;Evidence Makgopa;Südafrika;FORWARD;1000000;0;0.0
pl-k00137012;Ayman;Yahya;Yahya;Ayman Yahya;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00137164;Lenny;Joseph;Joseph;Lenny Joseph;Haiti;FORWARD;2000000;0;0.0
pl-k00137173;Elias;Achouri;Achouri;Elias Achouri;Tunesien;FORWARD;2000000;0;0.0
pl-k00137174;Gilson;Benchimol Tavares;Benchimol;Benchimol;Kap Verde;FORWARD;2000000;0;0.0
pl-k00137234;Obed;Vargas;Vargas;Obed Vargas;Mexiko;MIDFIELDER;2000000;0;0.0
pl-k00137302;Adem;Zorgane;Zorgane;Adem Zorgane;Algerien;MIDFIELDER;2000000;0;0.0
pl-k00137337;Melvin;Mastil;Mastil;Melvin Mastil;Algerien;GOALKEEPER;2000000;0;0.0
pl-k00137656;Oguz;Aydin;Aydin;Oguz Aydin;Türkei;FORWARD;2000000;0;0.0
pl-k00137667;Baris;Yilmaz;Yilmaz;Baris Yilmaz;Türkei;FORWARD;4000000;0;0.0
pl-k00137668;Mortadha;Ben Ouanes;Ben Ouanes;Mortadha Ben Ouanes;Tunesien;MIDFIELDER;1000000;0;0.0
pl-k00137741;Jerome;Opoku;Opoku;Jerome Opoku;Ghana;DEFENDER;2000000;0;0.0
pl-k00137760;Habib;Diarra;Diarra;Habib Diarra;Senegal;MIDFIELDER;4000000;0;0.0
pl-k00137800;Elias;Saad;Saad;Elias Saad;Tunesien;FORWARD;2000000;0;0.0
pl-k00138529;Aleksandar;Pavlovic;Pavlovic;Aleksandar Pavlovic;Deutschland;MIDFIELDER;6000000;0;0.0
pl-k00138530;Paul;Wanner;Wanner;Paul Wanner;Österreich;MIDFIELDER;4000000;0;0.0
pl-k00138680;Ar'jany;Martha;Martha;Ar'jany Martha;Curacao;MIDFIELDER;1000000;0;0.0
pl-k00138684;Ismael;Koné;Koné;Ismael Koné;Kanada;MIDFIELDER;4000000;4;3.67
pl-k00138719;Giuliano;Simeone;Simeone;Giuliano Simeone;Argentinien;MIDFIELDER;6000000;0;0.0
pl-k00138744;Pablo Martin;Paez Gavira;Gavi;Gavi;Spanien;MIDFIELDER;4000000;35;2.88
pl-k00138868;Aimar;Sher;Sher;Aimar Sher;Irak;MIDFIELDER;2000000;0;0.0
pl-k00139020;Samed;Bazdar;Bazdar;Samed Bazdar;Bosnien-Herzegowina;FORWARD;2000000;0;0.0
pl-k00139075;Mohammad;Mohebi;Mohebi;Mohammad Mohebi;Iran;MIDFIELDER;2000000;0;0.0
pl-k00139246;Mohamed;Belhadj Mahmoud;Hadj Mahmoud;Hadj Mahmoud;Tunesien;MIDFIELDER;2000000;0;0.0
pl-k00139251;Ahmad;Assaf;Assaf;Ahmad Assaf;Jordanien;DEFENDER;1000000;0;0.0
pl-k00139300;Augustine;Boakye;Boakye;Augustine Boakye;Ghana;MIDFIELDER;2000000;0;0.0
pl-k00139302;Mohammed;Amoura;Amoura;Mohammed Amoura;Algerien;FORWARD;4000000;0;0.0
pl-k00139304;Micky;van de Ven;van de Ven;Micky van de Ven;Niederlande;DEFENDER;6000000;0;0.0
pl-k00139305;Antonio;Nusa;Nusa;Antonio Nusa;Norwegen;MIDFIELDER;6000000;0;0.0
pl-k00139390;Gue-Sung;Cho;G.-S. Cho;Gue-Sung Cho;Südkorea;FORWARD;2000000;18;3.67
pl-k00140663;Ayoube;Amaimouni-Echghouyab;Amaimouni-Echghouyab;Ayoube Amaimouni-Echghouyab;Marokko;FORWARD;2000000;0;0.0
pl-k00140879;Bradley;Barcola;B. Barcola;Bradley Barcola;Frankreich;FORWARD;8000000;0;0.0
pl-k00140950;Redouane;Halhal;Halhal;Redouane Halhal;Marokko;DEFENDER;2000000;0;0.0
pl-k00140953;Ange-Yoan;Bonny;Bonny;Ange-Yoan Bonny;Elfenbeinküste;FORWARD;4000000;0;0.0
pl-k00141046;Demir Ege;Tiknaz;Tiknaz;Demir Ege Tiknaz;Türkei;MIDFIELDER;2000000;0;0.0
pl-k00141102;Nicolas;Jackson;Jackson;Nicolas Jackson;Senegal;FORWARD;6000000;2;0.0
pl-k00141182;Shoja;Khalilzadeh;Khalilzadeh;Shoja Khalilzadeh;Iran;DEFENDER;2000000;0;0.0
pl-k00141184;Saleh;Hardani;Hardani;Saleh Hardani;Iran;DEFENDER;2000000;0;0.0
pl-k00141205;Sander;Tangvik;Tangvik;Sander Tangvik;Norwegen;GOALKEEPER;1000000;0;0.0
pl-k00141214;Gustaf;Lagerbielke;Lagerbielke;Gustaf Lagerbielke;Schweden;DEFENDER;4000000;0;0.0
pl-k00141222;Ahmed;Qasem;Qasem;Ahmed Qasem;Irak;MIDFIELDER;2000000;0;0.0
pl-k00141224;Alexander;Bernhardsson;Bernhardsson;Alexander Bernhardsson;Schweden;MIDFIELDER;2000000;0;0.0
pl-k00141284;Maghnes;Akliouche;Akliouche;Maghnes Akliouche;Frankreich;FORWARD;6000000;0;0.0
pl-k00141360;Kenan;Yildiz;Yildiz;Kenan Yildiz;Türkei;FORWARD;6000000;0;0.0
pl-k00141367;Diego Manuel Jadon;da Silva Moreira;Diego Moreira;Diego Moreira;Belgien;FORWARD;2000000;0;0.0
pl-k00141370;Joao Pedro;Goncalves Neves;Joao Neves;Joao Neves;Portugal;MIDFIELDER;8000000;0;0.0
pl-k00141474;Santiago;Gimenez;Gimenez;Santiago Gimenez;Mexiko;FORWARD;4000000;0;0.0
pl-k00141476;Erik;Lira;Lira;Erik Lira;Mexiko;MIDFIELDER;1000000;0;0.0
pl-k00141489;Igor;Sergeev;Sergeev;Igor Sergeev;Usbekistan;FORWARD;2000000;0;0.0
pl-k00141559;Abdessamad;Ezzalzouli;Abde;Abde;Marokko;FORWARD;4000000;4;4.0
pl-k00141673;Nestory;Irankunda;Irankunda;Nestory Irankunda;Australien;MIDFIELDER;2000000;0;0.0
pl-k00143231;Alessandro;Circati;Circati;Alessandro Circati;Australien;DEFENDER;4000000;0;0.0
pl-k00143329;Mike;Penders;Penders;Mike Penders;Belgien;GOALKEEPER;1000000;0;0.0
pl-k00143335;Zidane;Iqbal;Iqbal;Zidane Iqbal;Irak;MIDFIELDER;2000000;0;0.0
pl-k00143407;Luca;Jaquez;Jaquez;Luca Jaquez;Schweiz;DEFENDER;2000000;0;0.0
pl-k00143445;Wesley Vinicius;Franca Lima;Wesley;Wesley;Brasilien;DEFENDER;6000000;0;0.0
pl-k00143483;Jarell;Quansah;Quansah;Jarell Quansah;England;DEFENDER;6000000;0;0.0
pl-k00143488;Marc;Pubill;Pubill;Marc Pubill;Spanien;DEFENDER;4000000;0;0.0
pl-k00143512;Ben;Gannon-Doak;Gannon-Doak;Ben Gannon-Doak;Schottland;MIDFIELDER;4000000;0;0.0
pl-k00143529;Mohamed;Abdelmonem;Abdelmonem;Mohamed Abdelmonem;Ägypten;DEFENDER;2000000;0;0.0
pl-k00143531;Hamdy;Fathy;Fathy;Hamdy Fathy;Ägypten;DEFENDER;2000000;0;0.0
pl-k00143532;Mohanad;Lasheen;Lasheen;Mohanad Lasheen;Ägypten;MIDFIELDER;2000000;0;0.0
pl-k00143569;Finn;Surman;Surman;Finn Surman;Neuseeland;DEFENDER;2000000;0;0.0
pl-k00143575;Soufiane;Rahimi;Rahimi;Soufiane Rahimi;Marokko;FORWARD;4000000;0;0.0
pl-k00143579;Joao Paulo;Moreira Fernandes;Joao Paulo;Joao Paulo;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00143659;Abdul;Fatawu;Fatawu;Abdul Fatawu;Ghana;MIDFIELDER;4000000;2;0.0
pl-k00143899;Oumar;Diakité;Diakité;Oumar Diakité;Elfenbeinküste;FORWARD;2000000;0;0.0
pl-k00143945;Danley;Jean Jacques;Jean Jacques;Danley Jean Jacques;Haiti;MIDFIELDER;2000000;0;0.0
pl-k00144041;Endrick Felipe;Moreira de Sousa;Endrick;Endrick;Brasilien;FORWARD;6000000;0;0.0
pl-k00144238;Musab;Al-Juwayr;Al-Juwayr;Musab Al-Juwayr;Saudi-Arabien;MIDFIELDER;2000000;0;0.0
pl-k00144265;Patrick;Beach;Beach;Patrick Beach;Australien;GOALKEEPER;2000000;0;0.0
pl-k00144394;Junnosuke;Suzuki;J. Suzuki;Junnosuke Suzuki;Japan;DEFENDER;2000000;0;0.0
pl-k00144510;Jin-Seop;Park;J.-S. Park;Jin-Seop Park;Südkorea;DEFENDER;2000000;0;0.0
pl-k00144518;Desiré;Doué;D. Doué;Desiré Doué;Frankreich;FORWARD;8000000;0;0.0
pl-k00144561;Alex;Freeman;Freeman;Alex Freeman;USA;DEFENDER;2000000;0;0.0
pl-k00144605;Tani;Oluwaseyi;Oluwaseyi;Tani Oluwaseyi;Kanada;FORWARD;4000000;0;0.0
pl-k00144663;Bilal;El Khannouss;El Khannouss;Bilal El Khannouss;Marokko;MIDFIELDER;6000000;0;4.5
pl-k00144754;Renato;Palma Veiga;Renato Veiga;Renato Veiga;Portugal;DEFENDER;4000000;0;0.0
pl-k00144841;Diego;Gomez;D. Gomez;Diego Gomez;Paraguay;MIDFIELDER;4000000;0;0.0
pl-k00144871;Valentin;Barco;Barco;Valentin Barco;Argentinien;DEFENDER;4000000;0;0.0
pl-k00145410;Joel;Ordonez;Ordonez;Joel Ordonez;Ecuador;DEFENDER;4000000;0;0.0
pl-k00145425;Alan;Minda;Minda;Alan Minda;Ecuador;MIDFIELDER;1000000;0;0.0
pl-k00145451;Marcelo;Flores;Flores;Marcelo Flores;Kanada;MIDFIELDER;2000000;0;0.0
pl-k00145456;Carlos;Acevedo;Acevedo;Carlos Acevedo;Mexiko;GOALKEEPER;1000000;0;0.0
pl-k00145459;Israel;Reyes;Reyes;Israel Reyes;Mexiko;DEFENDER;2000000;0;0.0
pl-k00145558;Matias;Galarza;Galarza;Matias Galarza;Paraguay;MIDFIELDER;2000000;0;0.0
pl-k00145676;Ernest;Nuamah;Nuamah;Ernest Nuamah;Ghana;FORWARD;2000000;0;0.0
pl-k00145875;Ali;Ahmed;Ahmed;Ali Ahmed;Kanada;MIDFIELDER;2000000;0;0.0
pl-k00145891;Noah;Sadiki;Sadiki;Noah Sadiki;DR Kongo;MIDFIELDER;4000000;0;0.0
pl-k00146019;Elias;Benkara;Benkara;Elias Benkara;Algerien;DEFENDER;1000000;0;0.0
pl-k00146045;Chemsdine;Talbi;Talbi;Chemsdine Talbi;Marokko;FORWARD;4000000;0;0.0
pl-k00146190;Mamadou;Sarr;M. Sarr;Mamadou Sarr;Senegal;DEFENDER;4000000;0;0.0
pl-k00146196;Warren;Zaire-Emery;Zaire-Emery;Warren Zaire-Emery;Frankreich;MIDFIELDER;6000000;0;0.0
pl-k00146292;Can;Uzun;Uzun;Can Uzun;Türkei;FORWARD;4000000;0;0.0
pl-k00146999;Hjalmar;Ekdal;Ekdal;Hjalmar Ekdal;Schweden;DEFENDER;2000000;0;0.0
pl-k00147020;Jaouen;Hadjam;Hadjam;Jaouen Hadjam;Algerien;DEFENDER;2000000;0;0.0
pl-k00147223;Luis;Chavez;Chavez;Luis Chavez;Mexiko;MIDFIELDER;2000000;23;3.17
pl-k00147419;Nilson;Angulo;Angulo;Nilson Angulo;Ecuador;FORWARD;2000000;0;0.0
pl-k00147623;Jearl;Margaritha;Margaritha;Jearl Margaritha;Curacao;FORWARD;1000000;0;0.0
pl-k00147672;David;Jurasek;D. Jurasek;David Jurasek;Tschechien;DEFENDER;2000000;0;0.0
pl-k00147673;David;Doudera;Doudera;David Doudera;Tschechien;DEFENDER;2000000;0;0.0
pl-k00147699;Lukas;Cerv;Cerv;Lukas Cerv;Tschechien;MIDFIELDER;4000000;0;0.0
pl-k00147716;Mojmir;Chytil;Chytil;Mojmir Chytil;Tschechien;FORWARD;2000000;0;0.0
pl-k00147775;Stepan;Chaloupek;Chaloupek;Stepan Chaloupek;Tschechien;DEFENDER;4000000;0;0.0
pl-k00147820;Ousmane;Diomande;O. Diomande;Ousmane Diomande;Elfenbeinküste;DEFENDER;4000000;0;0.0
pl-k00147890;Robin;Hranac;Hranac;Robin Hranac;Tschechien;DEFENDER;4000000;0;0.0
pl-k00147896;Samir;Chergui;Chergui;Samir Chergui;Algerien;DEFENDER;1000000;0;0.0
pl-k00147948;Mohamed;Koné;Koné;Mohamed Koné;Elfenbeinküste;GOALKEEPER;1000000;0;0.0
pl-k00147960;Josué;Casimir;Casimir;Josué Casimir;Haiti;FORWARD;1000000;0;0.0
pl-k00148046;Steve;Kapuadi;Kapuadi;Steve Kapuadi;DR Kongo;DEFENDER;1000000;0;0.0
pl-k00148180;Gedeon;Kalulu;Kalulu;Gedeon Kalulu;DR Kongo;DEFENDER;1000000;0;0.0
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Algerien;MIDFIELDER;4000000;0;0.0
pl-k00148383;Sidny;Lopes Cabral;Sidny;Sidny;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00148545;Nadhir;Benbouali;Benbouali;Nadhir Benbouali;Algerien;FORWARD;1000000;0;0.0
pl-k00148588;Thelo;Aasgaard;Aasgaard;Thelo Aasgaard;Norwegen;MIDFIELDER;1000000;0;0.0
pl-k00148743;Lionel;Mpasi;Mpasi;Lionel Mpasi;DR Kongo;GOALKEEPER;4000000;0;0.0
pl-k00148899;Deveron;Fonville;Fonville;Deveron Fonville;Curacao;DEFENDER;1000000;0;0.0
pl-k00149092;Yahia;Fofana;Y. Fofana;Yahia Fofana;Elfenbeinküste;GOALKEEPER;4000000;0;0.0
pl-k00149093;Himad;Abdelli;Abdelli;Himad Abdelli;Algerien;MIDFIELDER;2000000;0;0.0
pl-k00149102;Robin;Risser;Risser;Robin Risser;Frankreich;GOALKEEPER;2000000;0;0.0
pl-k00149128;Kevin Lenini;Goncalves Pereira da Pina;Kevin Pina;Kevin Pina;Kap Verde;MIDFIELDER;2000000;0;0.0
pl-k00149146;Ibrahim;Maza;Maza;Ibrahim Maza;Algerien;MIDFIELDER;6000000;0;0.0
pl-k00149335;Mats;Wieffer;Wieffer;Mats Wieffer;Niederlande;MIDFIELDER;4000000;0;0.0
pl-k00149496;Dailon;Rocha Livramento do Rosario;Dailon Livramento;Dailon Livramento;Kap Verde;FORWARD;1000000;0;0.0
pl-k00149648;Yousef;Qashi;Qashi;Yousef Qashi;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00149895;Mehdi;Dorval;Dorval;Mehdi Dorval;Algerien;DEFENDER;1000000;0;0.0
pl-k00150098;Guela;Doué;G. Doué;Guela Doué;Elfenbeinküste;DEFENDER;4000000;0;0.0
pl-k00150138;Esmir;Bajraktarevic;Bajraktarevic;Esmir Bajraktarevic;Bosnien-Herzegowina;MIDFIELDER;4000000;0;0.0
pl-k00150653;Oscar;Bobb;Bobb;Oscar Bobb;Norwegen;MIDFIELDER;4000000;0;0.0
pl-k00150687;Isak;Hien;Hien;Isak Hien;Schweden;DEFENDER;4000000;0;0.0
pl-k00150715;Igor Thiago;Nascimento Rodrigues;Igor Thiago;Igor Thiago;Brasilien;FORWARD;6000000;0;0.0
pl-k00150818;Brandon;Thomas-Asante;Thomas-Asante;Brandon Thomas-Asante;Ghana;FORWARD;2000000;0;0.0
pl-k00150839;Jacob;Widell Zetterström;Widell Zetterström;Jacob Widell Zetterström;Schweden;GOALKEEPER;1000000;0;0.0
pl-k00151785;Ali;Lajami;Lajami;Ali Lajami;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00151824;Gonzalo;Valle;Valle;Gonzalo Valle;Ecuador;GOALKEEPER;2000000;0;0.0
pl-k00151835;Chadi;Riad;Riad;Chadi Riad;Marokko;DEFENDER;2000000;0;0.0
pl-k00151939;Kobbie;Mainoo;Mainoo;Kobbie Mainoo;England;MIDFIELDER;6000000;0;0.0
pl-k00151949;Benjamin;Tahirovic;Tahirovic;Benjamin Tahirovic;Bosnien-Herzegowina;MIDFIELDER;4000000;0;0.0
pl-k00151950;Owen;Goodman;Goodman;Owen Goodman;Kanada;GOALKEEPER;1000000;0;0.0
pl-k00151955;Yasin;Ayari;Ayari;Yasin Ayari;Schweden;MIDFIELDER;4000000;0;0.0
pl-k00151994;Nawaf;Al-Aqidi;Al-Aqidi;Nawaf Al-Aqidi;Saudi-Arabien;GOALKEEPER;1000000;0;0.0
pl-k00151999;Jassem;Gaber;Gaber;Jassem Gaber;Katar;MIDFIELDER;1000000;0;0.0
pl-k00152040;Nico;Paz;Paz;Nico Paz;Argentinien;MIDFIELDER;6000000;0;0.0
pl-k00152043;Nico;O'Reilly;O'Reilly;Nico O'Reilly;England;DEFENDER;8000000;0;0.0
pl-k00152134;José Manuel;Lopez;Lopez;José Manuel Lopez;Argentinien;FORWARD;2000000;0;0.0
pl-k00152144;Jorrel;Hato;Hato;Jorrel Hato;Niederlande;DEFENDER;6000000;0;0.0
pl-k00152225;Besfort;Zeneli;Zeneli;Besfort Zeneli;Schweden;MIDFIELDER;2000000;0;0.0
pl-k00152229;Zakaria;Hawsawi;Hawsawi;Zakaria Hawsawi;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00152337;Kevin;Rodriguez;Rodriguez;Kevin Rodriguez;Ecuador;FORWARD;2000000;4;0.0
pl-k00152382;Egil;Selvik;Selvik;Egil Selvik;Norwegen;GOALKEEPER;1000000;0;0.0
pl-k00152578;Dominique;Simon;Simon;Dominique Simon;Haiti;MIDFIELDER;1000000;0;0.0
pl-k00152897;Ngal'ayel;Mukau;Mukau;Ngal'ayel Mukau;DR Kongo;MIDFIELDER;4000000;0;0.0
pl-k00153055;Parfait;Guiagon;Guiagon;Parfait Guiagon;Elfenbeinküste;MIDFIELDER;2000000;0;0.0
pl-k00153445;Andres;Gomez;Gomez;Andres Gomez;Kolumbien;FORWARD;2000000;0;0.0
pl-k00153481;Gustavo;Puerta;Puerta;Gustavo Puerta;Kolumbien;MIDFIELDER;2000000;0;0.0
pl-k00153492;Lucas;Bergvall;L. Bergvall;Lucas Bergvall;Schweden;MIDFIELDER;6000000;0;0.0
pl-k00153529;Jonas;Adjetey;Adjetey;Jonas Adjetey;Ghana;DEFENDER;4000000;0;0.0
pl-k00153553;Marwan;Attia;Attia;Marwan Attia;Ägypten;MIDFIELDER;2000000;0;0.0
pl-k00153662;Kaishu;Sano;Kai. Sano;Kaishu Sano;Japan;MIDFIELDER;6000000;0;0.0
pl-k00153748;Tyrese;Noslin;Noslin;Tyrese Noslin;Curacao;MIDFIELDER;1000000;0;0.0
pl-k00153779;Johan;Manzambi;Manzambi;Johan Manzambi;Schweiz;MIDFIELDER;6000000;0;0.0
pl-k00154062;Matias;Fernandez-Pardo;Fernandez-Pardo;Matias Fernandez-Pardo;Belgien;FORWARD;2000000;0;0.0
pl-k00154134;Max;Arfsten;Arfsten;Max Arfsten;USA;DEFENDER;2000000;0;0.0
pl-k00154187;Moise;Bombito;Bombito;Moise Bombito;Kanada;DEFENDER;4000000;0;0.0
pl-k00154861;Marcel;Ruiz;Ruiz;Marcel Ruiz;Mexiko;MIDFIELDER;2000000;0;0.0
pl-k00155533;Lamine;Camara;Camara;Lamine Camara;Senegal;MIDFIELDER;6000000;0;0.0
pl-k00155566;Paul;Reverson;Reverson;Paul Reverson;Ghana;GOALKEEPER;1000000;0;0.0
pl-k00155772;Lamine Yamal;Nasraoui Ebana;Lamine Yamal;Lamine Yamal;Spanien;FORWARD;10000000;0;0.0
pl-k00155823;Luka;Vuskovic;L. Vuskovic;Luka Vuskovic;Kroatien;DEFENDER;4000000;0;0.0
pl-k00155858;Yaimar;Medina;Medina;Yaimar Medina;Ecuador;DEFENDER;1000000;0;0.0
pl-k00155860;Kendry;Paez;Paez;Kendry Paez;Ecuador;MIDFIELDER;2000000;0;0.0
pl-k00155868;Petar;Sucic;P. Sucic;Petar Sucic;Kroatien;MIDFIELDER;4000000;0;0.0
pl-k00156015;Lennart;Karl;Karl;Lennart Karl;Deutschland;MIDFIELDER;4000000;0;0.0
pl-k00156130;Rayan Vitor;Simplicio Rocha;Rayan;Rayan;Brasilien;FORWARD;4000000;0;0.0
pl-k00156476;José;Cordoba;Cordoba;José Cordoba;Panama;DEFENDER;2000000;0;0.0
pl-k00156642;Cristhian;Loor;Loor;Cristhian Loor;Ecuador;GOALKEEPER;1000000;0;0.0
pl-k00156656;Denil;Castillo;Castillo;Denil Castillo;Ecuador;MIDFIELDER;2000000;0;0.0
pl-k00156668;Abdukodir;Khusanov;Khusanov;Abdukodir Khusanov;Usbekistan;DEFENDER;4000000;0;0.0
pl-k00156671;Jakhongir;Urozov;Urozov;Jakhongir Urozov;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00156678;Umarali;Rakhmonaliev;Rakhmonaliev;Umarali Rakhmonaliev;Usbekistan;MIDFIELDER;1000000;0;0.0
pl-k00156680;Sherzod;Esanov;Esanov;Sherzod Esanov;Usbekistan;MIDFIELDER;1000000;0;0.0
pl-k00156687;Abbosbek;Fayzullayev;Fayzullayev;Abbosbek Fayzullayev;Usbekistan;FORWARD;2000000;0;0.0
pl-k00156869;Jun-Ho;Bae;J.-H. Bae;Jun-Ho Bae;Südkorea;MIDFIELDER;2000000;0;0.0
pl-k00157020;Pau;Cubarsi;Cubarsi;Pau Cubarsi;Spanien;DEFENDER;8000000;0;0.0
