ID;Vorname;Nachname;Angezeigter Name;Verein;Position;Marktwert;Probability;exp_games;Erwartete Spiele;exp_gd;Erwartete Tordifferenz
pl-k00088151;Dayot;Upamecano;Dayot Upamecano;Frankreich;DEFENDER;8000000;0.8;6.141;4.913;7.58;6.064
pl-k00088249;Kenji;Gorré;Kenji Gorré;Curacao;FORWARD;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00088739;Giorgian;de Arrascaeta;Giorgian de Arrascaeta;Uruguay;MIDFIELDER;4000000;1.0;4.672;4.672;1.55;1.55
pl-k00088771;Christian;Pulisic;Christian Pulisic;USA;MIDFIELDER;6000000;1.0;3.74;3.74;-2.316;-2.316
pl-k00088866;Fabian;Balbuena;Fabian Balbuena;Paraguay;DEFENDER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00088946;Gervane;Kastaneer;Gervane Kastaneer;Curacao;FORWARD;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00088970;Lawrence;Ati Zigi;Lawrence Ati Zigi;Ghana;GOALKEEPER;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00089012;Wout;Weghorst;Wout Weghorst;Niederlande;FORWARD;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00089060;Shogo;Taniguchi;Shogo Taniguchi;Japan;DEFENDER;1000000;1.0;4.848;4.848;1.906;1.906
pl-k00089096;José Pedro;Malheiro de Sa;José Sa;Portugal;GOALKEEPER;2000000;0.4;5.302;2.121;3.99;1.596
pl-k00089148;Victor;Lindelöf;Victor Lindelöf;Schweden;DEFENDER;4000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00089308;Djibril;Sow;Djibril Sow;Schweiz;MIDFIELDER;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00089313;Unai;Simon Mendibil;Unai Simon;Spanien;GOALKEEPER;6000000;1.0;6.547;6.547;13.21;13.21
pl-k00089321;Rodrigo;Hernandez Cascante;Rodri;Spanien;MIDFIELDER;8000000;0.8;6.547;5.238;13.21;10.568
pl-k00089322;Mikel;Merino;Mikel Merino;Spanien;MIDFIELDER;4000000;0.2;6.547;1.309;13.21;2.642
pl-k00089356;Manuel;Akanji;Manuel Akanji;Schweiz;DEFENDER;6000000;1.0;5.181;5.181;4.737;4.737
pl-k00089361;Denis;Zakaria;Denis Zakaria;Schweiz;MIDFIELDER;4000000;0.5;5.181;2.59;4.737;2.368
pl-k00089434;Xaver;Schlager;Xaver Schlager;Österreich;MIDFIELDER;4000000;1.0;4.129;4.129;-1.1;-1.1
pl-k00089444;Marcus;Thuram;Marcus Thuram;Frankreich;FORWARD;6000000;0.4;6.141;2.456;7.58;3.032
pl-k00089452;Laros Michael;d'Encarnacao Duarte;Laros Duarte;Kap Verde;MIDFIELDER;1000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00089457;Frenkie;de Jong;Frenkie de Jong;Niederlande;MIDFIELDER;6000000;0.75;5.268;3.951;3.773;2.83
pl-k00089649;Ramy;Bensebaini;Ramy Bensebaini;Algerien;DEFENDER;4000000;1.0;3.705;3.705;-2.846;-2.846
pl-k00089655;Ellyes;Skhiri;Ellyes Skhiri;Tunesien;MIDFIELDER;4000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00089781;Carlens;Arcus;Carlens Arcus;Haiti;DEFENDER;1000000;1.0;3.218;3.218;-5.302;-5.302
pl-k00090003;Juninho;Bacuna;Juninho Bacuna;Curacao;MIDFIELDER;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00090018;Sofyan;Amrabat;Sofyan Amrabat;Marokko;MIDFIELDER;4000000;0.5;4.418;2.209;0.331;0.166
pl-k00090022;Brandley;Kuwas;Brandley Kuwas;Curacao;FORWARD;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00090036;Ivan;Toney;Ivan Toney;England;FORWARD;4000000;0.0;5.687;0.0;6.383;0.0
pl-k00090042;Marco;Friedl;Marco Friedl;Österreich;DEFENDER;4000000;0.5;4.129;2.064;-1.1;-0.55
pl-k00090213;Stefan;Posch;Stefan Posch;Österreich;DEFENDER;4000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00090353;Abdülkerim;Bardakci;Abdülkerim Bardakci;Türkei;DEFENDER;4000000;1.0;4.976;4.976;2.252;2.252
pl-k00090404;Nelson;Cabral Semedo;Nelson Semedo;Portugal;DEFENDER;2000000;0.0;5.302;0.0;3.99;0.0
pl-k00090515;Fabian;Ruiz Pena;Fabian;Spanien;MIDFIELDER;6000000;0.4;6.547;2.619;13.21;5.284
pl-k00090525;Jefferson;Lerma;Jefferson Lerma;Kolumbien;MIDFIELDER;4000000;1.0;5.21;5.21;3.512;3.512
pl-k00090574;Dominik;Livakovic;Dominik Livakovic;Kroatien;GOALKEEPER;6000000;1.0;4.93;4.93;2.779;2.779
pl-k00090698;Awer;Mabil;Awer Mabil;Australien;FORWARD;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00090788;Wataru;Endo;Wataru Endo;Japan;MIDFIELDER;4000000;0.0;4.848;0.0;1.906;0.0
pl-k00090828;Kieran;Tierney;Kieran Tierney;Schottland;DEFENDER;4000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00090830;Jamiro Gregory;Monteiro Alvarenga;Jamiro Monteiro;Kap Verde;MIDFIELDER;1000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00090873;Caglar;Söyüncü;Caglar Söyüncü;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00090950;Kye;Rowles;Kye Rowles;Australien;DEFENDER;1000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00090958;Alisson;Ramses Becker;Alisson;Brasilien;GOALKEEPER;8000000;0.8;5.351;4.28;5.126;4.101
pl-k00090996;Exequiel;Palacios;Exequiel Palacios;Argentinien;MIDFIELDER;4000000;0.0;5.991;0.0;8.658;0.0
pl-k00091000;German;Berterame;German Berterame;Mexiko;FORWARD;2000000;0.0;4.905;0.0;2.864;0.0
pl-k00091055;Mikel;Oyarzabal;Mikel Oyarzabal;Spanien;FORWARD;8000000;0.6;6.547;3.928;13.21;7.926
pl-k00091083;Nikola;Moro;Nikola Moro;Kroatien;MIDFIELDER;2000000;0.0;4.93;0.0;2.779;0.0
pl-k00091090;Kenny;McLean;Kenny McLean;Schottland;MIDFIELDER;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00091110;Axel;Tuanzebe;Axel Tuanzebe;DR Kongo;DEFENDER;2000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00091130;Patrick;Pentz;Patrick Pentz;Österreich;GOALKEEPER;2000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00091136;Dodi;Lukebakio;Dodi Lukebakio;Belgien;FORWARD;4000000;0.25;4.876;1.219;2.814;0.703
pl-k00091137;Ousmane;Dembelé;Ousmane Dembelé;Frankreich;FORWARD;10000000;0.6;6.141;3.685;7.58;4.548
pl-k00091194;Nihad;Mujakic;Nihad Mujakic;Bosnien-Herzegowina;DEFENDER;1000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00091289;Marcus;Rashford;Marcus Rashford;England;FORWARD;6000000;0.4;5.687;2.275;6.383;2.553
pl-k00091305;Issa;Diop;Issa Diop;Marokko;DEFENDER;4000000;0.5;4.418;2.209;0.331;0.166
pl-k00091368;Alban;Lafont;Alban Lafont;Elfenbeinküste;GOALKEEPER;2000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00091403;Hee-Chan;Hwang;Hee-Chan Hwang;Südkorea;MIDFIELDER;4000000;0.667;4.339;2.894;0.171;0.114
pl-k00091409;Kylian;Mbappé;Kylian Mbappé;Frankreich;FORWARD;10000000;0.8;6.141;4.913;7.58;6.064
pl-k00091463;Ryan;Christie;Ryan Christie;Schottland;MIDFIELDER;4000000;1.0;4.12;4.12;-0.984;-0.984
pl-k00091537;Jules;Koundé;Jules Koundé;Frankreich;DEFENDER;6000000;0.6;6.141;3.685;7.58;4.548
pl-k00091555;Eray;Cömert;Eray Cömert;Schweiz;DEFENDER;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00091959;Amir;Hadziahmetovic;Amir Hadziahmetovic;Bosnien-Herzegowina;MIDFIELDER;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00092246;Theo;Hernandez;Theo;Frankreich;DEFENDER;6000000;0.2;6.141;1.228;7.58;1.516
pl-k00092347;Maxime;Crepeau;Maxime Crepeau;Kanada;GOALKEEPER;4000000;0.0;4.653;0.0;1.822;0.0
pl-k00092690;Cedric;Itten;Cedric Itten;Schweiz;FORWARD;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00093122;Ruben Santos Gato Alves;Dias;Ruben Dias;Portugal;DEFENDER;8000000;0.8;5.302;4.242;3.99;3.192
pl-k00093334;Joris;Kayembe;Joris Kayembe;DR Kongo;DEFENDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00093378;Edilson Alberto;Monteiro Sanches Borges;Diney;Kap Verde;DEFENDER;1000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00093439;Rui Tiago;Dantas da Silva;Rui Silva;Portugal;GOALKEEPER;2000000;0.0;5.302;0.0;3.99;0.0
pl-k00093477;John;McGinn;John McGinn;Schottland;MIDFIELDER;4000000;1.0;4.12;4.12;-0.984;-0.984
pl-k00093739;Haji;Wright;Haji Wright;USA;FORWARD;2000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00093752;Denzel;Dumfries;Denzel Dumfries;Niederlande;DEFENDER;6000000;1.0;5.268;5.268;3.773;3.773
pl-k00093879;Charles;Pickel;Charles Pickel;DR Kongo;MIDFIELDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00093952;Marcio Salomao;Brazao Rosa;Marcio Rosa;Kap Verde;GOALKEEPER;2000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00094296;Brahim;Diaz;Brahim Diaz;Marokko;FORWARD;6000000;0.75;4.418;3.314;0.331;0.248
pl-k00094309;John;Yeboah;John Yeboah;Ecuador;FORWARD;4000000;0.0;5.04;0.0;4.088;0.0
pl-k00094312;Eric;Davis;Eric Davis;Panama;DEFENDER;1000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00094313;Roderick;Miller;Roderick Miller;Panama;DEFENDER;1000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00094314;Fidel;Escobar;Fidel Escobar;Panama;DEFENDER;1000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00094316;Alberto;Quintero;Alberto Quintero;Panama;MIDFIELDER;1000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00094317;Anibal;Godoy;Anibal Godoy;Panama;MIDFIELDER;2000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00094325;Ismael;Diaz;Ismael Diaz;Panama;FORWARD;1000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00094331;Miguel;Almiron;Miguel Almiron;Paraguay;MIDFIELDER;4000000;1.0;4.452;4.452;0.178;0.178
pl-k00094503;Duckens;Nazon;Duckens Nazon;Haiti;FORWARD;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00094622;Yerry Fernando;Mina Gonzalez;Yerry Mina;Kolumbien;DEFENDER;2000000;0.0;5.21;0.0;3.512;0.0
pl-k00094626;Jason;Geria;Jason Geria;Australien;DEFENDER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00094807;Alexander;Isak;Alexander Isak;Schweden;FORWARD;8000000;0.5;3.796;1.898;-2.337;-1.168
pl-k00094866;Raphael;Dias Belloli;Raphinha;Brasilien;FORWARD;10000000;0.6;5.351;3.21;5.126;3.076
pl-k00094959;Romano;Schmid;Romano Schmid;Österreich;MIDFIELDER;4000000;0.5;4.129;2.064;-1.1;-0.55
pl-k00095021;Diogo;Meireles Costa;Diogo Costa;Portugal;GOALKEEPER;8000000;0.4;5.302;2.121;3.99;1.596
pl-k00095023;José Diogo;Dalot Teixeira;Diogo Dalot;Portugal;DEFENDER;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00095030;Christian;Fassnacht;Christian Fassnacht;Schweiz;MIDFIELDER;1000000;0.0;5.181;0.0;4.737;0.0
pl-k00095063;Kristijan;Jakic;Kristijan Jakic;Kroatien;MIDFIELDER;2000000;0.0;4.93;0.0;2.779;0.0
pl-k00095107;Ivan;Sunjic;Ivan Sunjic;Bosnien-Herzegowina;MIDFIELDER;2000000;1.0;3.738;3.738;-2.61;-2.61
pl-k00095175;Ismail;Jakobs;Ismail Jakobs;Senegal;DEFENDER;2000000;0.25;4.598;1.149;0.171;0.043
pl-k00095198;Anthony;Ralston;Anthony Ralston;Schottland;DEFENDER;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00095199;Kristoffer;Ajer;Kristoffer Ajer;Norwegen;DEFENDER;4000000;1.0;4.789;4.789;0.91;0.91
pl-k00095254;Ibrahim;Sangaré;Ibrahim Sangaré;Elfenbeinküste;MIDFIELDER;4000000;1.0;3.89;3.89;-2.143;-2.143
pl-k00095392;Yoane;Wissa;Yoane Wissa;DR Kongo;FORWARD;6000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00095393;Nicolas;Pepé;Nicolas Pepé;Elfenbeinküste;FORWARD;2000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00095547;Gustaf;Nilsson;Gustaf Nilsson;Schweden;FORWARD;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00095604;Fahad;Talib;Fahad Talib;Irak;GOALKEEPER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00095650;Martin;Boyle;Martin Boyle;Australien;MIDFIELDER;1000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00095657;Giovani;Lo Celso;Giovani Lo Celso;Argentinien;MIDFIELDER;4000000;0.2;5.991;1.198;8.658;1.732
pl-k00095671;Cesar;Montes;Cesar Montes;Mexiko;DEFENDER;4000000;1.0;4.905;4.905;2.864;2.864
pl-k00095732;Deiver;Machado;Deiver Machado;Kolumbien;DEFENDER;1000000;0.0;5.21;0.0;3.512;0.0
pl-k00095741;Ken;Sema;Ken Sema;Schweden;MIDFIELDER;1000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00095804;Stjepan;Radeljic;Stjepan Radeljic;Bosnien-Herzegowina;DEFENDER;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00095836;Baghdad;Bounedjah;Baghdad Bounedjah;Algerien;FORWARD;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00095892;Aubrey;Modiba;Aubrey Modiba;Südafrika;DEFENDER;2000000;0.5;3.314;1.657;-4.325;-2.162
pl-k00095993;Muhammed;Sengezer;Muhammed Sengezer;Türkei;GOALKEEPER;1000000;0.0;4.976;0.0;2.252;0.0
pl-k00096140;Nico;Schlotterbeck;Nico Schlotterbeck;Deutschland;DEFENDER;8000000;1.0;5.097;5.097;3.97;3.97
pl-k00096154;Weverton;Pereira da Silva;Weverton;Brasilien;GOALKEEPER;2000000;0.0;5.351;0.0;5.126;0.0
pl-k00096210;Eric;Smith;Eric Smith;Schweden;DEFENDER;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00096455;Saeid;Ezatolahi;Saeid Ezatolahi;Iran;MIDFIELDER;2000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00096489;Ferdi;Kadioglu;Ferdi Kadioglu;Türkei;DEFENDER;4000000;0.5;4.976;2.488;2.252;1.126
pl-k00096513;Guus;Til;Guus Til;Niederlande;MIDFIELDER;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00096516;Sherel;Floranus;Sherel Floranus;Curacao;DEFENDER;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00096664;Edmilson Junior Paulo;da Silva;Edmilson Junior;Katar;FORWARD;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00096665;Angus;Gunn;Angus Gunn;Schottland;GOALKEEPER;2000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00096715;Davinson;Sanchez;Davinson Sanchez;Kolumbien;DEFENDER;4000000;1.0;5.21;5.21;3.512;3.512
pl-k00096721;Anthony;Mandrea;Anthony Mandrea;Algerien;GOALKEEPER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00096723;Ismaila;Sarr;Ismaila Sarr;Senegal;FORWARD;4000000;0.25;4.598;1.149;0.171;0.043
pl-k00096767;Tomas;Soucek;Tomas Soucek;Tschechien;MIDFIELDER;6000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00096835;Leandro;Trossard;Leandro Trossard;Belgien;FORWARD;4000000;0.5;4.876;2.438;2.814;1.407
pl-k00096877;Aiden;O'Neill;Aiden O'Neill;Australien;MIDFIELDER;2000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00096971;Akram;Afif;Akram Afif;Katar;FORWARD;4000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00097030;Ghislain;Konan;Ghislain Konan;Elfenbeinküste;DEFENDER;2000000;1.0;3.89;3.89;-2.143;-2.143
pl-k00097143;Weston;McKennie;Weston McKennie;USA;MIDFIELDER;4000000;0.8;3.74;2.992;-2.316;-1.852
pl-k00097277;Orbelin;Pineda;Orbelin Pineda;Mexiko;MIDFIELDER;2000000;0.5;4.905;2.452;2.864;1.432
pl-k00097322;Michel;Aebischer;Michel Aebischer;Schweiz;MIDFIELDER;1000000;0.5;5.181;2.59;4.737;2.368
pl-k00097376;Alexis;Guendouz;Alexis Guendouz;Algerien;GOALKEEPER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00097512;Jean-Philippe;Mateta;Jean-Philippe Mateta;Frankreich;FORWARD;6000000;0.0;6.141;0.0;7.58;0.0
pl-k00097518;Houssem;Aouar;Houssem Aouar;Algerien;MIDFIELDER;2000000;0.5;3.705;1.852;-2.846;-1.423
pl-k00097593;Deroy;d'Encarnacao Duarte;Deroy Duarte;Kap Verde;MIDFIELDER;1000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00097599;John;Souttar;John Souttar;Schottland;DEFENDER;2000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00097772;Jesus;Gallardo;Jesus Gallardo;Mexiko;DEFENDER;2000000;0.75;4.905;3.679;2.864;2.148
pl-k00097808;Christopher;Operi;Christopher Operi;Elfenbeinküste;DEFENDER;999000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00097868;Merih;Demiral;Merih Demiral;Türkei;DEFENDER;2000000;0.5;4.976;2.488;2.252;1.126
pl-k00098067;Edson;Alvarez;Edson Alvarez;Mexiko;MIDFIELDER;4000000;0.25;4.905;1.226;2.864;0.716
pl-k00098095;Justin;Kluivert;Justin Kluivert;Niederlande;MIDFIELDER;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00098133;Aaron;Wan-Bissaka;Aaron Wan-Bissaka;DR Kongo;DEFENDER;4000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00098162;Declan;Rice;Declan Rice;England;MIDFIELDER;8000000;0.6;5.687;3.412;6.383;3.83
pl-k00098210;Karim;Hafez;Karim Hafez;Ägypten;DEFENDER;2000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00098226;Munir Mohand;Mohamedi El Kajoui;Munir;Marokko;GOALKEEPER;2000000;0.0;4.418;0.0;0.331;0.0
pl-k00098238;Meschack;Elia;Meschack Elia;DR Kongo;MIDFIELDER;2000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00098347;Saman;Ghoddos;Saman Ghoddos;Iran;MIDFIELDER;2000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00098354;Ismael;Bennacer;Ismael Bennacer;Algerien;MIDFIELDER;4000000;0.5;3.705;1.852;-2.846;-1.423
pl-k00098506;Andres;Cubas;Andres Cubas;Paraguay;MIDFIELDER;4000000;0.5;4.452;2.226;0.178;0.089
pl-k00098535;Ahmed;Sayed;Zizo;Ägypten;MIDFIELDER;2000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00098554;Achraf;Hakimi;Achraf Hakimi;Marokko;DEFENDER;8000000;1.0;4.418;4.418;0.331;0.331
pl-k00098565;Aaron;Tshibola;Aaron Tshibola;DR Kongo;MIDFIELDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00098653;Hannes;Delcroix;Hannes Delcroix;Haiti;DEFENDER;2000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00098656;Sander;Berge;Sander Berge;Norwegen;MIDFIELDER;4000000;1.0;4.789;4.789;0.91;0.91
pl-k00098820;Gabriel;dos Santos Magalhaes;Gabriel;Brasilien;DEFENDER;6000000;0.2;5.351;1.07;5.126;1.025
pl-k00098854;Pervis;Estupinan;Pervis Estupinan;Ecuador;DEFENDER;6000000;1.0;5.04;5.04;4.088;4.088
pl-k00098905;Miro;Muheim;Miro Muheim;Schweiz;DEFENDER;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00099269;Auston;Trusty;Auston Trusty;USA;DEFENDER;2000000;0.4;3.74;1.496;-2.316;-0.926
pl-k00099308;Miles;Robinson;Miles Robinson;USA;DEFENDER;2000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00099343;Michael Amir;Murillo;Michael Amir Murillo;Panama;DEFENDER;4000000;1.0;3.879;3.879;-2.104;-2.104
pl-k00099347;Tyler;Adams;Tyler Adams;USA;MIDFIELDER;4000000;0.8;3.74;2.992;-2.316;-1.852
pl-k00099350;Derrick;Etienne Jr.;Derrick Etienne Jr.;Haiti;FORWARD;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00099370;Richie;Laryea;Richie Laryea;Kanada;DEFENDER;4000000;0.5;4.653;2.327;1.822;0.911
pl-k00099403;Cristian;Roldan;Cristian Roldan;USA;MIDFIELDER;2000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00099454;Cristian;Martinez;Cristian Martinez;Panama;MIDFIELDER;2000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00099476;Matt;Turner;Matt Turner;USA;GOALKEEPER;2000000;0.4;3.74;1.496;-2.316;-0.926
pl-k00099583;Alphonso;Davies;Alphonso Davies;Kanada;DEFENDER;6000000;0.75;4.653;3.49;1.822;1.367
pl-k00099757;Mattias;Svanberg;Mattias Svanberg;Schweden;MIDFIELDER;4000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00099758;Dennis;Hadzikadunic;Dennis Hadzikadunic;Bosnien-Herzegowina;DEFENDER;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00099888;Jean-Kevin;Duverne;Jean-Kevin Duverne;Haiti;DEFENDER;2000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00099891;Jean-Ricner;Bellegarde;Jean-Ricner Bellegarde;Haiti;MIDFIELDER;2000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00099911;Rodrigo;Bentancur;Rodrigo Bentancur;Uruguay;MIDFIELDER;4000000;0.5;4.672;2.336;1.55;0.775
pl-k00100096;Scott;McTominay;Scott McTominay;Schottland;MIDFIELDER;6000000;1.0;4.12;4.12;-0.984;-0.984
pl-k00100132;Leonardo;Pereira;Leo Pereira;Brasilien;DEFENDER;2000000;0.2;5.351;1.07;5.126;1.025
pl-k00100297;Amine;Gouiri;Amine Gouiri;Algerien;FORWARD;4000000;0.5;3.705;1.852;-2.846;-1.423
pl-k00100385;Angel;Romero;Angel Romero;Paraguay;FORWARD;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00100539;Billy;Gilmour;Billy Gilmour;Schottland;MIDFIELDER;4000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00100729;Lucas Tolentino;Coelho de Lima;Lucas Paqueta;Brasilien;MIDFIELDER;6000000;0.2;5.351;1.07;5.126;1.025
pl-k00100735;Vinicius José;Paixao de Oliveira Junior;Vinicius Junior;Brasilien;FORWARD;10000000;0.6;5.351;3.21;5.126;3.076
pl-k00100766;Pedro;Lomba Neto;Pedro Neto;Portugal;FORWARD;6000000;0.2;5.302;1.06;3.99;0.798
pl-k00100775;Eric;Garcia Martret;Eric;Spanien;DEFENDER;4000000;0.0;6.547;0.0;13.21;0.0
pl-k00100782;Ferran;Torres Garcia;Ferran Torres;Spanien;FORWARD;6000000;0.4;6.547;2.619;13.21;5.284
pl-k00100789;Marc;Guehi;Marc Guehi;England;DEFENDER;6000000;1.0;5.687;5.687;6.383;6.383
pl-k00100804;Ozan;Kabak;Ozan Kabak;Türkei;DEFENDER;4000000;0.5;4.976;2.488;2.252;1.126
pl-k00100814;Yunus;Akgün;Yunus Akgün;Türkei;FORWARD;4000000;0.0;4.976;0.0;2.252;0.0
pl-k00100992;Riley;McGree;Riley McGree;Australien;MIDFIELDER;2000000;0.667;4.066;2.712;-0.993;-0.662
pl-k00101025;Michael;Boxall;Michael Boxall;Neuseeland;DEFENDER;1000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00101031;Alex;Rufer;Alex Rufer;Neuseeland;MIDFIELDER;1000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00101100;Takefusa;Kubo;Takefusa Kubo;Japan;MIDFIELDER;6000000;0.667;4.848;3.233;1.906;1.272
pl-k00101109;Nikola;Katic;Nikola Katic;Bosnien-Herzegowina;DEFENDER;4000000;1.0;3.738;3.738;-2.61;-2.61
pl-k00101120;Yehvann;Diouf;Yehvann Diouf;Senegal;GOALKEEPER;2000000;0.0;4.598;0.0;0.171;0.0
pl-k00101133;Dean;Henderson;Dean Henderson;England;GOALKEEPER;2000000;0.0;5.687;0.0;6.383;0.0
pl-k00101135;Ezri;Konsa;Ezri Konsa;England;DEFENDER;8000000;0.4;5.687;2.275;6.383;2.553
pl-k00101264;Tomas;Chory;Tomas Chory;Tschechien;FORWARD;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00101284;Santiago;Bueno;Santiago Bueno;Uruguay;DEFENDER;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00101285;Santiago;Mele;Santiago Mele;Uruguay;GOALKEEPER;1000000;0.0;4.672;0.0;1.55;0.0
pl-k00101287;José Luis;Rodriguez;José Luis Rodriguez;Uruguay;DEFENDER;1000000;0.0;4.672;0.0;1.55;0.0
pl-k00101288;Mathias;Olivera;Mathias Olivera;Uruguay;DEFENDER;4000000;1.0;4.672;4.672;1.55;1.55
pl-k00101293;Nicolas;de la Cruz;Nicolas de la Cruz;Uruguay;MIDFIELDER;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00101298;Federico Santiago;Valverde Dipetta;Fede Valverde;Uruguay;MIDFIELDER;8000000;1.0;4.672;4.672;1.55;1.55
pl-k00101299;Matias;Vina;Matias Vina;Uruguay;DEFENDER;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00101301;Agustin;Canobbio;Agustin Canobbio;Uruguay;FORWARD;2000000;0.5;4.672;2.336;1.55;0.775
pl-k00101347;Nicolas;Tagliafico;Nicolas Tagliafico;Argentinien;DEFENDER;4000000;0.6;5.991;3.595;8.658;5.195
pl-k00101356;Ibrahima;Konaté;Ibrahima Konaté;Frankreich;DEFENDER;6000000;0.0;6.141;0.0;7.58;0.0
pl-k00101378;Bruno;Guimaraes Rodriguez Moura;Bruno Guimaraes;Brasilien;MIDFIELDER;6000000;0.8;5.351;4.28;5.126;4.101
pl-k00101481;Daichi;Kamada;Daichi Kamada;Japan;MIDFIELDER;6000000;1.0;4.848;4.848;1.906;1.906
pl-k00101588;Viktor;Johansson;Viktor Johansson;Schweden;GOALKEEPER;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00101599;Viktor;Gyökeres;Viktor Gyökeres;Schweden;FORWARD;8000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00101605;Gleison Bremer;Silva Nascimento;Bremer;Brasilien;DEFENDER;4000000;0.0;5.351;0.0;5.126;0.0
pl-k00101629;Rafael Alexandre;da Conceicao Leao;Rafael Leao;Portugal;FORWARD;6000000;0.8;5.302;4.242;3.99;3.192
