ID;Vorname;Nachname;Angezeigter Name;Verein;Position;Marktwert;Probability;exp_games;Erwartete Spiele;exp_gd;Erwartete Tordifferenz
pl-k00131106;Hyeon-Gyu;Oh;Hyeon-Gyu Oh;Südkorea;FORWARD;4000000;0.333;4.339;1.445;0.171;0.057
pl-k00131344;Ahmetcan;Kaplan;Ahmetcan Kaplan;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00131539;Josko;Gvardiol;Josko Gvardiol;Kroatien;DEFENDER;8000000;0.5;4.93;2.465;2.779;1.39
pl-k00131547;Jan;Kuchta;Jan Kuchta;Tschechien;FORWARD;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00131579;Ruben;Providence;Ruben Providence;Haiti;FORWARD;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00131658;Youssef;Amyn;Youssef Amyn;Irak;MIDFIELDER;2000000;1.0;3.185;3.185;-5.568;-5.568
pl-k00131688;Amar;Dedic;Amar Dedic;Bosnien-Herzegowina;DEFENDER;4000000;1.0;3.738;3.738;-2.61;-2.61
pl-k00131702;Josip;Sutalo;Josip Sutalo;Kroatien;DEFENDER;4000000;0.5;4.93;2.465;2.779;1.39
pl-k00131780;Kerem;Aktürkoglu;Kerem Aktürkoglu;Türkei;FORWARD;4000000;1.0;4.976;4.976;2.252;2.252
pl-k00131834;Hernan;Galindez;Hernan Galindez;Ecuador;GOALKEEPER;4000000;0.5;5.04;2.52;4.088;2.044
pl-k00131847;Peter;Gwargis;Peter Gwargis;Irak;MIDFIELDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00131854;Elliot;Anderson;Elliot Anderson;England;MIDFIELDER;6000000;0.6;5.687;3.412;6.383;3.83
pl-k00131930;Fabian;Rieder;Fabian Rieder;Schweiz;MIDFIELDER;4000000;1.0;5.181;5.181;4.737;4.737
pl-k00131945;Malo;Gusto;Malo Gusto;Frankreich;DEFENDER;6000000;0.2;6.141;1.228;7.58;1.516
pl-k00132051;Danilo;dos Santos de Oliveira;Danilo Santos;Brasilien;MIDFIELDER;4000000;0.2;5.351;1.07;5.126;1.025
pl-k00132098;Koni;de Winter;Koni de Winter;Belgien;DEFENDER;4000000;0.5;4.876;2.438;2.814;1.407
pl-k00132107;Ismael;Saibari;Ismael Saibari;Marokko;MIDFIELDER;6000000;0.25;4.418;1.104;0.331;0.083
pl-k00132159;Marvin;Senaya;Marvin Senaya;Ghana;DEFENDER;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00132220;Denis;Visinsky;Denis Visinsky;Tschechien;MIDFIELDER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00132314;Isidro;Pitta;Isidro Pitta;Paraguay;FORWARD;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00132423;Gaston;Olveira;Gaston Olveira;Paraguay;GOALKEEPER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00132544;Alexandre;Pierre;Alexandre Pierre;Haiti;GOALKEEPER;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00132694;Jordan;Bos;Jordan Bos;Australien;DEFENDER;4000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00132741;Elye;Wahi;Elye Wahi;Elfenbeinküste;FORWARD;2000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00132788;Emil;Holm;Emil Holm;Schweden;DEFENDER;4000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00132797;Fredrik;Björkan;Fredrik Björkan;Norwegen;DEFENDER;1000000;0.0;4.789;0.0;0.91;0.0
pl-k00132802;Sebastian;Tounekti;Sebastian Tounekti;Tunesien;FORWARD;2000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00132816;Martin;Baturina;Martin Baturina;Kroatien;MIDFIELDER;4000000;0.5;4.93;2.465;2.779;1.39
pl-k00133004;Nico;Williams;Nico Williams;Spanien;FORWARD;8000000;0.4;6.547;2.619;13.21;5.284
pl-k00133116;Manuel;Ugarte;Manuel Ugarte;Uruguay;MIDFIELDER;4000000;1.0;4.672;4.672;1.55;1.55
pl-k00133182;José Andres;Hurtado;José Andres Hurtado;Ecuador;DEFENDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00133238;Francisco;Fernandes da Conceicao;Francisco Conceicao;Portugal;FORWARD;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00133267;Mohammed;Muntari;Mohammed Muntari;Katar;FORWARD;1000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00133274;Kamaldeen;Sulemana;Kamaldeen Sulemana;Ghana;MIDFIELDER;4000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00133304;Julian;Quinones;Julian Quinones;Mexiko;FORWARD;2000000;0.75;4.905;3.679;2.864;2.148
pl-k00133309;Mostafa;Shoubeir;Mostafa Shoubeir;Ägypten;GOALKEEPER;4000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00133310;Mohamed;Hany;Mohamed Hany;Ägypten;DEFENDER;2000000;1.0;3.951;3.951;-1.446;-1.446
pl-k00133311;Yasser;Ibrahim;Yasser Ibrahim;Ägypten;DEFENDER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00133370;Jeremy;Antonisse;Jeremy Antonisse;Curacao;FORWARD;1000000;0.5;3.121;1.56;-6.73;-3.365
pl-k00133399;David;Affengruber;David Affengruber;Österreich;DEFENDER;2000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00133422;Iliman;Ndiaye;Iliman Ndiaye;Senegal;FORWARD;4000000;0.5;4.598;2.299;0.171;0.086
pl-k00133439;Tae-Hyeon;Kim;Tae-Hyeon Kim;Südkorea;DEFENDER;1000000;0.333;4.339;1.445;0.171;0.057
pl-k00133529;Bamba;Dieng;Bamba Dieng;Senegal;FORWARD;2000000;0.0;4.598;0.0;0.171;0.0
pl-k00133547;Zeno;Debast;Zeno Debast;Belgien;DEFENDER;4000000;0.5;4.876;2.438;2.814;1.407
pl-k00133569;Tomoki;Hayakawa;Tomoki Hayakawa;Japan;GOALKEEPER;2000000;0.0;4.848;0.0;1.906;0.0
pl-k00133609;Carney;Chukwuemeka;Carney Chukwuemeka;Österreich;MIDFIELDER;4000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00133745;Ki-Hyuk;Lee;Ki-Hyuk Lee;Südkorea;DEFENDER;1000000;0.0;4.339;0.0;0.171;0.0
pl-k00133783;Andreas;Schjelderup;Andreas Schjelderup;Norwegen;MIDFIELDER;4000000;0.0;4.789;0.0;0.91;0.0
pl-k00133786;Daniel;Svensson;Daniel Svensson;Schweden;DEFENDER;4000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00133862;Patrick;Yazbek;Patrick Yazbek;Australien;MIDFIELDER;2000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00133883;Yu-Min;Cho;Yu-Min Cho;Südkorea;DEFENDER;2000000;0.333;4.339;1.445;0.171;0.057
pl-k00133933;Chris;Brady;Chris Brady;USA;GOALKEEPER;1000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00133968;Nathan;Saliba;Nathan Saliba;Kanada;MIDFIELDER;2000000;0.0;4.653;0.0;1.822;0.0
pl-k00134174;Ivan;Basic;Ivan Basic;Bosnien-Herzegowina;MIDFIELDER;1000000;0.5;3.738;1.869;-2.61;-1.305
pl-k00134218;Ismael;Gharbi;Ismael Gharbi;Tunesien;MIDFIELDER;2000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00134234;Simon;Adingra;Simon Adingra;Elfenbeinküste;FORWARD;4000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00134321;Damian;Bobadilla;Damian Bobadilla;Paraguay;MIDFIELDER;2000000;0.5;4.452;2.226;0.178;0.089
pl-k00134333;Ramon;Sosa;Ramon Sosa;Paraguay;MIDFIELDER;2000000;0.5;4.452;2.226;0.178;0.089
pl-k00134390;Gabriel;Avalos;Gabriel Avalos;Paraguay;FORWARD;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00134479;Tarik;Muharemovic;Tarik Muharemovic;Bosnien-Herzegowina;DEFENDER;4000000;1.0;3.738;3.738;-2.61;-2.61
pl-k00134534;Nishan;Velupillay;Nishan Velupillay;Australien;FORWARD;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00134779;Nathan;Ngoy;Nathan Ngoy;Belgien;DEFENDER;2000000;0.25;4.876;1.219;2.814;0.703
pl-k00135031;Arda;Güler;Arda Güler;Türkei;FORWARD;8000000;1.0;4.976;4.976;2.252;2.252
pl-k00135040;Jovo;Lukic;Jovo Lukic;Bosnien-Herzegowina;FORWARD;1000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00135043;Antoine;Mendy;Antoine Mendy;Senegal;DEFENDER;4000000;0.25;4.598;1.149;0.171;0.043
pl-k00135245;Willy Johnson;Semedo Afonso;Willy Semedo;Kap Verde;FORWARD;2000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00135290;Matthieu;Epolo;Matthieu Epolo;DR Kongo;GOALKEEPER;2000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00135346;Aurele;Amenda;Aurele Amenda;Schweiz;DEFENDER;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00135361;Hyun-Jun;Yang;Hyun-Jun Yang;Südkorea;MIDFIELDER;2000000;0.0;4.339;0.0;0.171;0.0
pl-k00135484;Alidu;Seidu;Alidu Seidu;Ghana;DEFENDER;4000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00135506;Jordy;Caicedo;Jordy Caicedo;Ecuador;FORWARD;2000000;0.0;5.04;0.0;4.088;0.0
pl-k00135523;Samet;Akaydin;Samet Akaydin;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00135740;Anis;Ben Slimane;Anis Ben Slimane;Tunesien;MIDFIELDER;2000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00135744;Aral;Simsir;Aral Simsir;Türkei;FORWARD;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00135917;Merchas;Doski;Merchas Doski;Irak;DEFENDER;2000000;1.0;3.185;3.185;-5.568;-5.568
pl-k00136083;Zeki;Amdouni;Zeki Amdouni;Schweiz;FORWARD;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00136321;Cesar;Yanis;Cesar Yanis;Panama;MIDFIELDER;1000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00136322;Cecilio;Waterman;Cecilio Waterman;Panama;FORWARD;1000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00136435;Alexander;Prass;Alexander Prass;Österreich;DEFENDER;4000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00136538;Tyrick;Bodak;Tyrick Bodak;Curacao;GOALKEEPER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00136539;Kevin;Felida;Kevin Felida;Curacao;MIDFIELDER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00136686;Louicius;Deedson;Louicius Deedson;Haiti;FORWARD;1000000;1.0;3.218;3.218;-5.302;-5.302
pl-k00136687;Martin;Experience;Martin Experience;Haiti;DEFENDER;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00136731;Ilan;Kebbal;Ilan Kebbal;Algerien;MIDFIELDER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00136758;Ibrahim;Adel;Ibrahim Adel;Ägypten;MIDFIELDER;2000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00136761;Emam;Ashour;Emam Ashour;Ägypten;MIDFIELDER;4000000;1.0;3.951;3.951;-1.446;-1.446
pl-k00136773;Alex;Paulsen;Alex Paulsen;Neuseeland;GOALKEEPER;2000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00136788;Alex;Robertson;Alex Robertson;Australien;MIDFIELDER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00136888;Robin;Roefs;Robin Roefs;Niederlande;GOALKEEPER;1000000;0.0;5.268;0.0;3.773;0.0
pl-k00136965;Teboho;Mokoena;Teboho Mokoena;Südafrika;MIDFIELDER;2000000;1.0;3.314;3.314;-4.325;-4.325
pl-k00136970;Evidence;Makgopa;Evidence Makgopa;Südafrika;FORWARD;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00137012;Ayman;Yahya;Ayman Yahya;Saudi-Arabien;MIDFIELDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00137164;Lenny;Joseph;Lenny Joseph;Haiti;FORWARD;2000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00137173;Elias;Achouri;Elias Achouri;Tunesien;FORWARD;2000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00137174;Gilson;Benchimol Tavares;Benchimol;Kap Verde;FORWARD;2000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00137234;Obed;Vargas;Obed Vargas;Mexiko;MIDFIELDER;2000000;0.0;4.905;0.0;2.864;0.0
pl-k00137302;Adem;Zorgane;Adem Zorgane;Algerien;MIDFIELDER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00137337;Melvin;Mastil;Melvin Mastil;Algerien;GOALKEEPER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00137656;Oguz;Aydin;Oguz Aydin;Türkei;FORWARD;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00137667;Baris;Yilmaz;Baris Yilmaz;Türkei;FORWARD;4000000;0.5;4.976;2.488;2.252;1.126
pl-k00137668;Mortadha;Ben Ouanes;Mortadha Ben Ouanes;Tunesien;MIDFIELDER;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00137741;Jerome;Opoku;Jerome Opoku;Ghana;DEFENDER;2000000;0.5;3.144;1.572;-6.374;-3.187
pl-k00137760;Habib;Diarra;Habib Diarra;Senegal;MIDFIELDER;4000000;0.25;4.598;1.149;0.171;0.043
pl-k00137800;Elias;Saad;Elias Saad;Tunesien;FORWARD;2000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00138529;Aleksandar;Pavlovic;Aleksandar Pavlovic;Deutschland;MIDFIELDER;6000000;0.6;5.097;3.058;3.97;2.382
pl-k00138530;Paul;Wanner;Paul Wanner;Österreich;MIDFIELDER;4000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00138680;Ar'jany;Martha;Ar'jany Martha;Curacao;MIDFIELDER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00138684;Ismael;Koné;Ismael Koné;Kanada;MIDFIELDER;4000000;0.75;4.653;3.49;1.822;1.367
pl-k00138719;Giuliano;Simeone;Giuliano Simeone;Argentinien;MIDFIELDER;6000000;0.2;5.991;1.198;8.658;1.732
pl-k00138744;Pablo Martin;Paez Gavira;Gavi;Spanien;MIDFIELDER;4000000;0.2;6.547;1.309;13.21;2.642
pl-k00138868;Aimar;Sher;Aimar Sher;Irak;MIDFIELDER;2000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00139020;Samed;Bazdar;Samed Bazdar;Bosnien-Herzegowina;FORWARD;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00139075;Mohammad;Mohebi;Mohammad Mohebi;Iran;MIDFIELDER;2000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00139246;Mohamed;Belhadj Mahmoud;Hadj Mahmoud;Tunesien;MIDFIELDER;2000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00139251;Ahmad;Assaf;Ahmad Assaf;Jordanien;DEFENDER;1000000;0.5;3.484;1.742;-3.906;-1.953
pl-k00139300;Augustine;Boakye;Augustine Boakye;Ghana;MIDFIELDER;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00139302;Mohammed;Amoura;Mohammed Amoura;Algerien;FORWARD;4000000;1.0;3.705;3.705;-2.846;-2.846
pl-k00139304;Micky;van de Ven;Micky van de Ven;Niederlande;DEFENDER;6000000;0.25;5.268;1.317;3.773;0.943
pl-k00139305;Antonio;Nusa;Antonio Nusa;Norwegen;MIDFIELDER;6000000;1.0;4.789;4.789;0.91;0.91
pl-k00139390;Gue-Sung;Cho;Gue-Sung Cho;Südkorea;FORWARD;2000000;0.0;4.339;0.0;0.171;0.0
pl-k00140663;Ayoube;Amaimouni-Echghouyab;Ayoube Amaimouni-Echghouyab;Marokko;FORWARD;2000000;0.0;4.418;0.0;0.331;0.0
pl-k00140879;Bradley;Barcola;Bradley Barcola;Frankreich;FORWARD;8000000;0.0;6.141;0.0;7.58;0.0
pl-k00140950;Redouane;Halhal;Redouane Halhal;Marokko;DEFENDER;2000000;0.0;4.418;0.0;0.331;0.0
pl-k00140953;Ange-Yoan;Bonny;Ange-Yoan Bonny;Elfenbeinküste;FORWARD;4000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00141046;Demir Ege;Tiknaz;Demir Ege Tiknaz;Türkei;MIDFIELDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00141102;Nicolas;Jackson;Nicolas Jackson;Senegal;FORWARD;6000000;0.75;4.598;3.448;0.171;0.128
pl-k00141182;Shoja;Khalilzadeh;Shoja Khalilzadeh;Iran;DEFENDER;2000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00141184;Saleh;Hardani;Saleh Hardani;Iran;DEFENDER;2000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00141205;Sander;Tangvik;Sander Tangvik;Norwegen;GOALKEEPER;1000000;0.0;4.789;0.0;0.91;0.0
pl-k00141214;Gustaf;Lagerbielke;Gustaf Lagerbielke;Schweden;DEFENDER;4000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00141222;Ahmed;Qasem;Ahmed Qasem;Irak;MIDFIELDER;2000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00141224;Alexander;Bernhardsson;Alexander Bernhardsson;Schweden;MIDFIELDER;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00141284;Maghnes;Akliouche;Maghnes Akliouche;Frankreich;FORWARD;6000000;0.2;6.141;1.228;7.58;1.516
pl-k00141360;Kenan;Yildiz;Kenan Yildiz;Türkei;FORWARD;6000000;1.0;4.976;4.976;2.252;2.252
pl-k00141367;Diego Manuel Jadon;da Silva Moreira;Diego Moreira;Belgien;FORWARD;2000000;0.0;4.876;0.0;2.814;0.0
pl-k00141370;Joao Pedro;Goncalves Neves;Joao Neves;Portugal;MIDFIELDER;8000000;0.0;5.302;0.0;3.99;0.0
pl-k00141474;Santiago;Gimenez;Santiago Gimenez;Mexiko;FORWARD;4000000;0.25;4.905;1.226;2.864;0.716
pl-k00141476;Erik;Lira;Erik Lira;Mexiko;MIDFIELDER;1000000;0.25;4.905;1.226;2.864;0.716
pl-k00141489;Igor;Sergeev;Igor Sergeev;Usbekistan;FORWARD;2000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00141559;Abdessamad;Ezzalzouli;Abde;Marokko;FORWARD;4000000;0.75;4.418;3.314;0.331;0.248
pl-k00141673;Nestory;Irankunda;Nestory Irankunda;Australien;MIDFIELDER;2000000;0.667;4.066;2.712;-0.993;-0.662
pl-k00143231;Alessandro;Circati;Alessandro Circati;Australien;DEFENDER;4000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00143329;Mike;Penders;Mike Penders;Belgien;GOALKEEPER;1000000;0.0;4.876;0.0;2.814;0.0
pl-k00143335;Zidane;Iqbal;Zidane Iqbal;Irak;MIDFIELDER;2000000;1.0;3.185;3.185;-5.568;-5.568
pl-k00143407;Luca;Jaquez;Luca Jaquez;Schweiz;DEFENDER;2000000;0.0;5.181;0.0;4.737;0.0
pl-k00143445;Wesley Vinicius;Franca Lima;Wesley;Brasilien;DEFENDER;6000000;0.2;5.351;1.07;5.126;1.025
pl-k00143483;Jarell;Quansah;Jarell Quansah;England;DEFENDER;6000000;0.0;5.687;0.0;6.383;0.0
pl-k00143488;Marc;Pubill;Marc Pubill;Spanien;DEFENDER;4000000;0.0;6.547;0.0;13.21;0.0
pl-k00143512;Ben;Gannon-Doak;Ben Gannon-Doak;Schottland;MIDFIELDER;4000000;1.0;4.12;4.12;-0.984;-0.984
pl-k00143529;Mohamed;Abdelmonem;Mohamed Abdelmonem;Ägypten;DEFENDER;2000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00143531;Hamdy;Fathy;Hamdy Fathy;Ägypten;DEFENDER;2000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00143532;Mohanad;Lasheen;Mohanad Lasheen;Ägypten;MIDFIELDER;2000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00143569;Finn;Surman;Finn Surman;Neuseeland;DEFENDER;2000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00143575;Soufiane;Rahimi;Soufiane Rahimi;Marokko;FORWARD;4000000;0.0;4.418;0.0;0.331;0.0
pl-k00143579;Joao Paulo;Moreira Fernandes;Joao Paulo;Kap Verde;DEFENDER;2000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00143659;Abdul;Fatawu;Abdul Fatawu;Ghana;MIDFIELDER;4000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00143899;Oumar;Diakité;Oumar Diakité;Elfenbeinküste;FORWARD;2000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00143945;Danley;Jean Jacques;Danley Jean Jacques;Haiti;MIDFIELDER;2000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00144041;Endrick Felipe;Moreira de Sousa;Endrick;Brasilien;FORWARD;6000000;0.2;5.351;1.07;5.126;1.025
pl-k00144238;Musab;Al-Juwayr;Musab Al-Juwayr;Saudi-Arabien;MIDFIELDER;2000000;0.5;3.316;1.658;-5.57;-2.785
pl-k00144265;Patrick;Beach;Patrick Beach;Australien;GOALKEEPER;2000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00144394;Junnosuke;Suzuki;Junnosuke Suzuki;Japan;DEFENDER;2000000;0.0;4.848;0.0;1.906;0.0
pl-k00144510;Jin-Seop;Park;Jin-Seop Park;Südkorea;DEFENDER;2000000;0.333;4.339;1.445;0.171;0.057
pl-k00144518;Desiré;Doué;Desiré Doué;Frankreich;FORWARD;8000000;0.4;6.141;2.456;7.58;3.032
pl-k00144561;Alex;Freeman;Alex Freeman;USA;DEFENDER;2000000;0.2;3.74;0.748;-2.316;-0.463
pl-k00144605;Tani;Oluwaseyi;Tani Oluwaseyi;Kanada;FORWARD;4000000;0.0;4.653;0.0;1.822;0.0
pl-k00144663;Bilal;El Khannouss;Bilal El Khannouss;Marokko;MIDFIELDER;6000000;0.5;4.418;2.209;0.331;0.166
pl-k00144754;Renato;Palma Veiga;Renato Veiga;Portugal;DEFENDER;4000000;0.0;5.302;0.0;3.99;0.0
pl-k00144841;Diego;Gomez;Diego Gomez;Paraguay;MIDFIELDER;4000000;0.0;4.452;0.0;0.178;0.0
pl-k00144871;Valentin;Barco;Valentin Barco;Argentinien;DEFENDER;4000000;0.0;5.991;0.0;8.658;0.0
pl-k00145410;Joel;Ordonez;Joel Ordonez;Ecuador;DEFENDER;4000000;0.5;5.04;2.52;4.088;2.044
pl-k00145425;Alan;Minda;Alan Minda;Ecuador;MIDFIELDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00145451;Marcelo;Flores;Marcelo Flores;Kanada;MIDFIELDER;2000000;0.0;4.653;0.0;1.822;0.0
pl-k00145456;Carlos;Acevedo;Carlos Acevedo;Mexiko;GOALKEEPER;1000000;0.0;4.905;0.0;2.864;0.0
pl-k00145459;Israel;Reyes;Israel Reyes;Mexiko;DEFENDER;2000000;0.0;4.905;0.0;2.864;0.0
pl-k00145558;Matias;Galarza;Matias Galarza;Paraguay;MIDFIELDER;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00145676;Ernest;Nuamah;Ernest Nuamah;Ghana;FORWARD;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00145875;Ali;Ahmed;Ali Ahmed;Kanada;MIDFIELDER;2000000;0.25;4.653;1.163;1.822;0.456
pl-k00145891;Noah;Sadiki;Noah Sadiki;DR Kongo;MIDFIELDER;4000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00146019;Elias;Benkara;Elias Benkara;Algerien;DEFENDER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00146045;Chemsdine;Talbi;Chemsdine Talbi;Marokko;FORWARD;4000000;0.0;4.418;0.0;0.331;0.0
pl-k00146190;Mamadou;Sarr;Mamadou Sarr;Senegal;DEFENDER;4000000;0.25;4.598;1.149;0.171;0.043
pl-k00146196;Warren;Zaire-Emery;Warren Zaire-Emery;Frankreich;MIDFIELDER;6000000;0.2;6.141;1.228;7.58;1.516
pl-k00146292;Can;Uzun;Can Uzun;Türkei;FORWARD;4000000;0.0;4.976;0.0;2.252;0.0
pl-k00146999;Hjalmar;Ekdal;Hjalmar Ekdal;Schweden;DEFENDER;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00147020;Jaouen;Hadjam;Jaouen Hadjam;Algerien;DEFENDER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00147223;Luis;Chavez;Luis Chavez;Mexiko;MIDFIELDER;2000000;0.0;4.905;0.0;2.864;0.0
pl-k00147419;Nilson;Angulo;Nilson Angulo;Ecuador;FORWARD;2000000;0.5;5.04;2.52;4.088;2.044
pl-k00147623;Jearl;Margaritha;Jearl Margaritha;Curacao;FORWARD;1000000;0.5;3.121;1.56;-6.73;-3.365
pl-k00147672;David;Jurasek;David Jurasek;Tschechien;DEFENDER;2000000;0.5;4.198;2.099;-0.433;-0.216
pl-k00147673;David;Doudera;David Doudera;Tschechien;DEFENDER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00147699;Lukas;Cerv;Lukas Cerv;Tschechien;MIDFIELDER;4000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00147716;Mojmir;Chytil;Mojmir Chytil;Tschechien;FORWARD;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00147775;Stepan;Chaloupek;Stepan Chaloupek;Tschechien;DEFENDER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00147820;Ousmane;Diomande;Ousmane Diomande;Elfenbeinküste;DEFENDER;4000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00147890;Robin;Hranac;Robin Hranac;Tschechien;DEFENDER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00147896;Samir;Chergui;Samir Chergui;Algerien;DEFENDER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00147948;Mohamed;Koné;Mohamed Koné;Elfenbeinküste;GOALKEEPER;1000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00147960;Josué;Casimir;Josué Casimir;Haiti;FORWARD;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00148046;Steve;Kapuadi;Steve Kapuadi;DR Kongo;DEFENDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00148180;Gedeon;Kalulu;Gedeon Kalulu;DR Kongo;DEFENDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00148187;Fares;Chaibi;Fares Chaibi;Algerien;MIDFIELDER;4000000;0.5;3.705;1.852;-2.846;-1.423
pl-k00148383;Sidny;Lopes Cabral;Sidny;Kap Verde;DEFENDER;2000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00148545;Nadhir;Benbouali;Nadhir Benbouali;Algerien;FORWARD;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00148588;Thelo;Aasgaard;Thelo Aasgaard;Norwegen;MIDFIELDER;1000000;0.0;4.789;0.0;0.91;0.0
pl-k00148743;Lionel;Mpasi;Lionel Mpasi;DR Kongo;GOALKEEPER;4000000;0.5;3.371;1.686;-4.126;-2.063
pl-k00148899;Deveron;Fonville;Deveron Fonville;Curacao;DEFENDER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00149092;Yahia;Fofana;Yahia Fofana;Elfenbeinküste;GOALKEEPER;4000000;0.5;3.89;1.945;-2.143;-1.072
